statement,file_path,INCLUDE,INCLUDE_PATH,DEPENDENCY_EXISTS,LIBNAME,MACRO_DEF,MACRO_CALL,tables_sourcejoin,tables_table,source,input_table,output_table,WRITE_BACK,MISSING_LIBNAME
output out=pred p=phat lower=lcl upper=ucl predprob=(individual crossvalidate);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods output association=association;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
quit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods graphics off;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*predictive modeling*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"handling missing values (restingbp, cholesterol)",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
number of restingbp=0;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc sql;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
select count(*) as num_obs,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
from sas.heart,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
where restingbp=0;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
quit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
data sas.heart_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,heart_imp,,,sas.heart_imp,Yes,No
set sas.heart;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,heart,,,sas.heart,,No,No
if restingbp=0 then restingbp=130;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc sql;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
select count(*) as num_obs,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
from sas.heart,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
where cholesterol=0;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
quit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
title;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
data sas.heart_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,heart_imp,,,sas.heart_imp,Yes,No
set sas.heart_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,heart_imp,,,sas.heart_imp,,No,No
if cholesterol=0 then cholesterol=.;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
imp_cholesterol_mean=cholesterol;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
imp_cholesterol_median=cholesterol;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
imp_cholesterol_mice=cholesterol;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
if cholesterol=. then imp_cholesterol_mean=198.80;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
if cholesterol=. then imp_cholesterol_median=223.00;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc print data=sas.heart_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc corr data=sas.heart_imp pearson spearman;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
var age restingbp maxhr oldpeak cholesterol imp_cholesterol_mean imp_cholesterol_median;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods select misspattern;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc mi data=sas.heart_imp nimpute=0;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
class sex chestpaintype fastingbs restingecg exerciseangina st_slope;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
fcs logistic regpmm;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
var age sex chestpaintype restingbp fastingbs restingecg maxhr exerciseangina oldpeak st_slope imp_cholesterol_mice;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc mi data=sas.heart_imp nimpute=1 seed=2025 out=sas.heart_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
class sex chestpaintype fastingbs restingecg exerciseangina st_slope;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
fcs logistic regpmm;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
var age sex chestpaintype restingbp fastingbs restingecg maxhr exerciseangina oldpeak st_slope imp_cholesterol_mice;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc corr data=sas.heart_imp pearson spearman;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
var age restingbp maxhr oldpeak cholesterol imp_cholesterol_mice imp_cholesterol_mean imp_cholesterol_median;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc print data=sas.heart_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%macro con_cat_imp(var);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,con_cat_imp,,,,,,,No,
proc logistic data=sas.heart_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
model heartdisease(event='1')=&var;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%mend con_cat_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
%con_cat_imp(imp_cholesterol_mice);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,con_cat_imp,,,,,,No,
data sas.heart_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,heart_imp,,,sas.heart_imp,Yes,No
set sas.heart_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,heart_imp,,,sas.heart_imp,,No,No
length chestpaintype_n $10;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
length st_slope_n $10;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
chestpaintype_n = chestpaintype;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
st_slope_n = st_slope;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"if chestpaintype in (""nap"", ""ta"") then chestpaintype_n=""nap+ta"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"if st_slope in (""down"", ""flat"") then st_slope_n=""down+flat"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=sas.heart_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table chestpaintype_n st_slope_n;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc print data=sas.heart_imp;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"where st_slope=""down"" or st_slope=""flat"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
after handling missing values and binning of chestpaintype,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
explaination using logistic regression;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods graphics on;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc logistic data=sas.heart_imp plots(only)=(effect oddsratio);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"class sex(ref=""f"") chestpaintype_n(ref=""ata"") fastingbs(ref=""0"") restingecg(ref=""st"")",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"exerciseangina(ref=""n"") st_slope_n(ref=""up"")/param=ref;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"model heartdisease(event=""1"")= sex chestpaintype_n fastingbs restingecg exerciseangina st_slope_n",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
age restingbp cholesterol maxhr oldpeak / details lackfit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
output out=pred p=phat lower=lcl upper=ucl predprob=(individual crossvalidate);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods output association=association;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
quit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods graphics off;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
logistic regression (heartdisease),SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc surveyselect data=sas.heart_imp rate=0.90 outall out=result seed=2025;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=result;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
table selected;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
data traindata testdata;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
set result;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
if selected=1 then output traindata;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
else output testdata;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods graphics on;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc logistic data=traindata plots=(roc);,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"class sex(ref=""f"") chestpaintype_n(ref=""ata"") fastingbs(ref=""0"") restingecg(ref=""st"") exerciseangina(ref=""n"")",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"st_slope_n(ref=""up"") / param=ref;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"model heartdisease(event=""1"") = sex chestpaintype_n fastingbs restingecg exerciseangina st_slope_n",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
age restingbp imp_cholesterol_mice maxhr oldpeak / details lackfit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/* score the training dataset */,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
score data=traindata out=trainpred;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/* score the test dataset */,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
score data=testdata out=testpred outroc=roc_logistic;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
roc;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
roccontrast;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/* output probabilities */,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
output out=outputdata p=prob_predicted xbeta=linpred;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
quit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods graphics off;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*train set*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html on;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html style=journal;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc sort data=trainpred;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
by descending i_heartdisease descending f_heartdisease;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=trainpred order=data;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
tables f_heartdisease*i_heartdisease / senspec;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html close;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*test set*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html on;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html style=journal;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc sort data=testpred;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
by descending i_heartdisease descending f_heartdisease;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=testpred order=data;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
tables f_heartdisease*i_heartdisease / senspec;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html close;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
decision tree (heartdisease),SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods graphics on;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc hpsplit data=traindata;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
class heartdisease sex chestpaintype_n fastingbs restingecg exerciseangina st_slope_n;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"model heartdisease(event=""1"")=sex chestpaintype_n fastingbs restingecg exerciseangina st_slope_n",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
age restingbp imp_cholesterol_mice maxhr oldpeak;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
prune costcomplexity;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"code file=""c:\00\00-data science\15-sas_project\sas_finalproject\treeoutput.sas"";",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/* save predictions */,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
output out=scored;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
quit;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods graphics off;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html close;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*train set*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
data tree_train_score;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
set traindata;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%include ""c:\00\00-data science\15-sas_project\sas_finalproject\treeoutput.sas"";",SAS Files\LiWu_SAS_FinalProject.sas,yes,c:\00\00-data science\15-sas_project\sas_finalproject\treeoutput.sas,No,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html on;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html style=journal;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
data tree_train_score;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
set tree_train_score;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pred_heartdisease = (p_heartdisease1 >= 0.5); /* convert probability to binary class */,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=tree_train_score;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
tables heartdisease * pred_heartdisease / norow nocol nopercent;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html close;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*test set*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
data tree_test_score;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
set testdata;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%include ""c:\00\00-data science\15-sas_project\sas_finalproject\treeoutput.sas"";",SAS Files\LiWu_SAS_FinalProject.sas,yes,c:\00\00-data science\15-sas_project\sas_finalproject\treeoutput.sas,No,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html on;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html style=journal;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
data tree_test_score;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
set tree_test_score;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
pred_heartdisease = (p_heartdisease1 >= 0.5); /* convert probability to binary class */,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc freq data=tree_test_score;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
tables heartdisease * pred_heartdisease / norow nocol nopercent;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html close;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
/*test set roc curve*/,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods html;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods graphics on;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
proc logistic data=tree_test_score plots=roc;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"model heartdisease(event=""1"") = p_heartdisease1 / nofit;",SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
roc 'decision tree' p_heartdisease1;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
roccontrast;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
run;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
ods graphics off;,SAS Files\LiWu_SAS_FinalProject.sas,,,,,,,,,,,,No,
"%macro make_define(path=,metadata=);",SAS Files\make_define.sas,,,,,make_define,,,,,,,No,
proc import,SAS Files\make_define.sas,,,,,,,,,,,,No,
out = define_header,SAS Files\make_define.sas,,,,,,,,,,,,No,
"datafile = ""&path\&metadata""",SAS Files\make_define.sas,,,,,,,,,,,,No,
dbms=xlsx,SAS Files\make_define.sas,,,,,,,,,,,,No,
replace;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"sheet=""define_header_metadata"";",SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
data _null_;,SAS Files\make_define.sas,,,,,,,,,,,,No,
set define_header;,SAS Files\make_define.sas,,,,,,,,,,,,No,
if upcase(standard) = 'adam' then,SAS Files\make_define.sas,,,,,,,,,,,,No,
"call symput('standard','adam');",SAS Files\make_define.sas,,,,,,,,,,,,No,
else if upcase(standard) = 'sdtm' then,SAS Files\make_define.sas,,,,,,,,,,,,No,
"call symput('standard','sdtm');",SAS Files\make_define.sas,,,,,,,,,,,,No,
else,SAS Files\make_define.sas,,,,,,,,,,,,No,
"put ""err"" ""or: cdisc standard undefined in define_header_metadata"";",SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
proc import,SAS Files\make_define.sas,,,,,,,,,,,,No,
out = toc_metadata,SAS Files\make_define.sas,,,,,,,,,,,,No,
"datafile = ""&path\&metadata""",SAS Files\make_define.sas,,,,,,,,,,,,No,
dbms=xlsx,SAS Files\make_define.sas,,,,,,,,,,,,No,
replace;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"sheet = ""toc_metadata"" ;",SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
proc import,SAS Files\make_define.sas,,,,,,,,,,,,No,
out = variable_metadata,SAS Files\make_define.sas,,,,,,,,,,,,No,
"datafile = ""&path\&metadata""",SAS Files\make_define.sas,,,,,,,,,,,,No,
dbms=xlsx,SAS Files\make_define.sas,,,,,,,,,,,,No,
replace;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"sheet = ""variable_metadata"";",SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
proc import,SAS Files\make_define.sas,,,,,,,,,,,,No,
out = codelists,SAS Files\make_define.sas,,,,,,,,,,,,No,
"datafile = ""&path\&metadata""",SAS Files\make_define.sas,,,,,,,,,,,,No,
dbms=xlsx,SAS Files\make_define.sas,,,,,,,,,,,,No,
replace;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"sheet = ""codelists"" ;",SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
proc import,SAS Files\make_define.sas,,,,,,,,,,,,No,
out = compmethod,SAS Files\make_define.sas,,,,,,,,,,,,No,
"datafile = ""&path\&metadata""",SAS Files\make_define.sas,,,,,,,,,,,,No,
dbms=xlsx,SAS Files\make_define.sas,,,,,,,,,,,,No,
replace;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"sheet = ""computation_method"" ;",SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
proc import,SAS Files\make_define.sas,,,,,,,,,,,,No,
out = valuelevel,SAS Files\make_define.sas,,,,,,,,,,,,No,
"datafile = ""&path\&metadata""",SAS Files\make_define.sas,,,,,,,,,,,,No,
dbms=xlsx,SAS Files\make_define.sas,,,,,,,,,,,,No,
replace;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"sheet = ""valuelevel_metadata"" ;",SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"%if ""&standard"" = ""adam"" %then",SAS Files\make_define.sas,,,,,,,,,,,,No,
%do;,SAS Files\make_define.sas,,,,,,,,,,,,No,
proc import,SAS Files\make_define.sas,,,,,,,,,,,,No,
out = analysisresults,SAS Files\make_define.sas,,,,,,,,,,,,No,
"datafile = ""&path\&metadata""",SAS Files\make_define.sas,,,,,,,,,,,,No,
dbms=xlsx,SAS Files\make_define.sas,,,,,,,,,,,,No,
replace;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"sheet = ""analysis_results"" ;",SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
proc import,SAS Files\make_define.sas,,,,,,,,,,,,No,
out = externallinks,SAS Files\make_define.sas,,,,,,,,,,,,No,
"datafile = ""&path\&metadata""",SAS Files\make_define.sas,,,,,,,,,,,,No,
dbms=xlsx,SAS Files\make_define.sas,,,,,,,,,,,,No,
replace;,SAS Files\make_define.sas,,,,,,,,,,,,No,
"sheet = ""external_links"" ;",SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
%end;,SAS Files\make_define.sas,,,,,,,,,,,,No,
%if &standard=adam %then,SAS Files\make_define.sas,,,,,,,,,,,,No,
%do;,SAS Files\make_define.sas,,,,,,,,,,,,No,
data toc_metadata;,SAS Files\make_define.sas,,,,,,,,,,,,No,
length documentation $ 800;,SAS Files\make_define.sas,,,,,,,,,,,,No,
set toc_metadata;,SAS Files\make_define.sas,,,,,,,,,,,,No,
documentation = htmlencode(documentation);,SAS Files\make_define.sas,,,,,,,,,,,,No,
"documentation = tranwrd(documentation, ""'"", '""');",SAS Files\make_define.sas,,,,,,,,,,,,No,
"documentation = tranwrd(trim(documentation), '""', '&quot;');",SAS Files\make_define.sas,,,,,,,,,,,,No,
format documentation $800.;,SAS Files\make_define.sas,,,,,,,,,,,,No,
run;,SAS Files\make_define.sas,,,,,,,,,,,,No,
%end;,SAS Files\make_define.sas,,,,,,,,,,,,No,
data variable_metadata;,SAS Files\make_define.sas,,,,,,,,,,,,No,
length comment $ 2000;,SAS Files\make_define.sas,,,,,,,,,,,,No,
set variable_metadata;,SAS Files\make_define.sas,,,,,,,,,,,,No,
format comment;,SAS Files\make_define.sas,,,,,,,,,,,,No,
informat comment;,SAS Files\make_define.sas,,,,,,,,,,,,No,
origin = htmlencode(origin);,SAS Files\make_define.sas,,,,,,,,,,,,No,
label = htmlencode(label);,SAS Files\make_define.sas,,,,,,,,,,,,No,
comment = htmlencode(comment);,SAS Files\make_define.sas,,,,,,,,,,,,No,
"if ""&standard"" = ""adam"" and origin ne '' and",SAS Files\make_define.sas,,,,,,,,,,,,No,
comment ne '' then,SAS Files\make_define.sas,,,,,,,,,,,,No,
"comment = ""source: "" || left(trim(origin)) ||",SAS Files\make_define.sas,,,,,,,,,,,,No,
""" derivation: "" || left(trim(comment));",SAS Files\make_define.sas,,,,,,,,,,,,No,
"else if ""&standard"" = ""adam"" and origin ne '' and",SAS Files\make_define.sas,,,,,,,,,,,,No,
comment = '' then,SAS Files\make_define.sas,,,,,,,,,,,,No,
"comment = ""source: "" || left(trim(origin));",SAS Files\make_define.sas,,,,,,,,,,,,No,
"if ""&standard"" = ""adam"" and origin = '' and",SAS Files\make_define.sas,,,,,,,,,,,,No,
comment ne '' then,SAS Files\make_define.sas,,,,,,,,,,,,No,
"comment = ""derivation: "" || left(trim(comment));",SAS Files\make_define.sas,,,,,,,,,,,,No,
